英文名稱,中文名稱
dissonance,不協和和弦（絃）；不協和音
dissonance,不協和；不協和音
dissonance {Fr.},不協和；不協和音
dissonant chord,不協和和弦（絃）
dissonant interval,不協和音程
dissonant triad,不協和三和弦（絃）
Dissonanz {Ger.},不協和；不協和音
dissonanza {It.},不協和；不協和音
Dissonanzakkord {Ger.},不協和和弦
distant keys,遠系調
distinctio {Lat.},句讀法
Dital harp,狄塔豎琴
diteggiatura {It.},指法
dithyramb {Gr.},酒神讚歌；狂野激情的樂曲
ditonic comma,自然音差
ditonus {Lat.},大三度
ditonus {Lat.},大三度
ditonus {Lat.},大三度；二全音
divertimento {It.},嬉遊曲
divertissement {Fr.},舞蹈段落｛法國歌劇｝；娛賓短劇；嬉遊曲；插句｛復格｝；混成曲
divided,分奏
divided stop,分離音栓
divine office,日課
divine Office,日課
divis? {Fr.},分奏
divisi {It.},分奏
division(s),華彩段｛聲樂｝；華彩變奏｛器樂｝
divisive rhythm,分區節奏
Dixieland jazz {Amer.},狄克西蘭爵士樂
dixi?me {Fr.},十度
dizionario della musica {It.},音樂辭典
do diesis {It.},升Ｃ
doctrine of affections,情意說
doctrine of figures,音型修辭說
dodecafonia {It.},十二音技巧；十二音音樂
dodecaphonic,十二音技巧；十二音音樂
dodecaphony,十二音技巧；十二音音樂
dodecimole,十二連音，十二連音符
dodecuple scale,十二音音階
dodecuplet,十二連音，十二連音符
dodekachordon {Gr.},十二調式論
doglioso {It.},悲痛的；哀戚的
doigt? {Fr.},指法
dolce {It.},溫柔的；甜美的；親切的；柔和的
Dolente {It.},憂愁的；陰鬱的；痛苦的
dolore {It.},憂愁的；陰鬱的；痛苦的
doloroso {It.},憂愁的；陰鬱的；痛苦的
dolzaina {It.},多爾札納管
dombra {Rus.},冬布拉琴
Domchor {Ger.},主教堂聖歌隊
dominant,屬音
dominant cadence,半終止
Dominant chord,屬和弦
dominant chord of the seventh,屬七和弦（絃）
dominant eleventh,屬十一和弦（絃）
dominant harmony,屬和聲
dominant key,屬調
dominant ninth,屬九和弦（絃）
Dominant ninth chord,屬九和弦（絃）
dominant pedal,屬音持續
Dominant schluss {Ger.},半終止
dominant seventh,屬七和弦（絃）
dominant seventh chord,屬七和弦（絃）
dominant thirteenth,屬十三和弦（絃）
dominant triad,屬三和弦（絃）
Dominantakkord {Ger.},屬和弦（絃）
dominante de passage {Fr.},副屬和弦（絃）
dominante secondaria {It.},副屬和弦（絃）
Dominante {Ger.},屬音
Dominantseptakkord {Ger.},屬七和弦（絃）
Dominantseptimenakkord {Ger.},屬七和弦（絃）
Dominanttonart {Ger.},屬調
domp,達姆普舞曲
dompe,達姆普舞曲
Domra {Rus.},多姆拉琴
Doo-wop,嘟哇調
Doppel {Ger.},重；雙
Doppel-Be {Ger.},重降；重降記號
Doppelchor {Ger.},雙合唱
Doppeldominante {Ger.},倍屬音
Doppelfuge {Ger.},二主題復格
Doppelgriff {Ger.},複音奏法
Doppelhorn {Ger.},雙調圓號
Doppelkadenz {Ger.},雙終止
Doppelkanon {Ger.},二主題卡農
Doppelkontrapunkt {Ger.},二部對位
Doppelkonzert {Ger.},複協奏曲
Doppelkreuz {Ger.},重升
Doppelorchester {Ger.},複管弦樂團
Doppelpedal {Ger.},雙踏瓣
doppelpunkt {Ger.},複附點
doppelquartett,複四重奏（唱）
Doppelrohrblatt {Ger.},雙簧
Doppelschlag {Ger.},迴音
Doppelstrich {Ger.},複縱線
Doppelt ?berm?ssiges Intervall {Ger.},倍增音程
Doppelt vermindertes Intervall {Ger.},倍減音程
Doppeltaktnote {Ger.},倍全音符
Doppeltaktpause {Ger.},倍全休止符
Doppeltriller {Ger.},雙顫音
Doppelvorhalt {Ger.},複掛留音
Doppelvorschlag {Ger.},複倚音
Doppelzunge {Ger.},雙吐吹法
doppia corda {It.},雙音
doppia stanghetta {It.},複縱線
doppio bemolle {It.},重降；重降記號
doppio concerto {It.},複協奏曲
doppio coro {It.},雙合唱
doppio diesis {It.},重升
doppio movimento {It.},速度加倍
doppio punto {It.},複附點
doppio quartetto {It.},複四重奏（唱）
doppio {It.},重；雙
doppler effect,都卜勒效應
dorian,多里安
dorian mode,多里安調式
dorian scale,多里安音階
dorian sixth,多里安六度
Dorisch {Ger.},多里安調式
dot,點
dot of prolongation,附點
dots,複附點
dotted crotchet,附點四分音符
dotted crotchet rest,附點四分休止符
dotted demisemiquaver,附點三十二分音符
dotted demisemiquaver rest,附點三十二分休止符
dotted eighth note,附點八分音符
dotted half note,附點二分音符
dotted minim,附點二分音符
dotted minim rest,附點二分休止符
dotted note,附點音符
dotted quarter note,附點四分音符
dotted quaver,附點八分音符
dotted quaver rest,附點八分休止符
dotted rest,附點休止符
dotted semibreve,附點全音符
dotted semibreve rest,附點全休止符
dotted semiquaver,附點十六分音符
dotted semiquaver rest,附點十六分休止符
dotted sixteenth note,附點十六分音符
dotted thirty second note,附點三十二分音符
dotted whole note,附點全休止符
double,變奏段
double,低八度；兼演二個角色；兼奏二種樂器
double action pedal,兩段變音裝置｛豎琴｝
double appoggiatura,複倚音
Double augmented interval,倍增音程
double augmented six-four-three chord,倍增六四三和弦（絃）
double bar,複縱線
double barre {Fr.},複縱線
double bass,低音提琴
double bassoon,倍低音管
Double b?mol {Fr.},重降；重降記號
double cadence,迴音；迴音終止
double canon,二主題卡農
double canon {Fr.},二主題卡農
double chant,雙式聖歌
double choeur {Fr.},雙合唱
double choir,雙合唱
double chorus,雙合唱
double concerto,複協奏曲
double concerto {Fr.},複協奏曲
double contra octave,下二點八度（音域）
double contre octave {Fr.},下二點八度（音域）
double conunterpoint,二部對位
double corde {Fr.},雙音
double counterpoint,複對位
double counterpoint in the eleventh,十一度複對位
double counterpoint in the fifteenth,十五度複對位
double counterpoint in the fourteenth,十四度複對位
double counterpoint in the ninth,九度複對位
double counterpoint in the octave,八度複對位
double counterpoint in the tenth,十度複對位
double counterpoint in the thirteenth,十三度複對位
double counterpoint in the twelfth,十二度複對位
double croche {Fr.},十六分音符
double di?se {Fr.},重升
Double diminished interval,倍減音程
double diminution,雙重減值
double disharmonic hearing,雙耳聽差異常
double dot,複附點
double dotted crotchet,複附點四分音符
double dotted crotchet rest,複附點四分休止符
double dotted demisemiquaver,複附點三十二分音符
double dotted demisemiquaver rest,複附點三十二分休止符
double dotted eighth note,複附點八分音符
double dotted half note,複附點二分音符
double dotted minim,複附點二分音符
double dotted minim rest,複附點二分休止符
double dotted note,複附點音符
double dotted quarter note,複附點四分音符
double dotted quaver,複附點八分音符
double dotted quaver rest,複附點八分休止符
double dotted rest,複附點休止符
double dotted semibreve,複附點全音符
double dotted semibreve rest,複附點全休止符
double dotted semiquaver,複附點十六分音符
double dotted semiquaver rest,複附點十六分休止符
double dotted sixteenth note,複附點十六分音符
double dotted thirty second note,複附點三十二分音符
double dotted whole note,複附點全音符
double exposition,複呈示部
double figuration,二重音型法
Double flat,重降；重降記號
double fugue,二主題復格
double fugue,二主題復格
double fugue {Fr.},二主題復格
double horn,雙調圓號
double imitation,二主題模仿
double note,倍全音符
double octave,雙八度
double passing tone,二重經過音
double pause {Fr.},倍全休止符
double pedal,雙踏瓣
double pedal notes,雙持續音
double period,複樂段
double point {Fr.},複附點
double quartet,複四重奏（唱）
double reed,雙簧
double reed instrument,雙簧樂器
double root,雙根音
double root chord,雙根音和弦（絃）
double shake,雙顫音
double sharp,重升
double stave,大譜表
double stop,雙音
double stopping,雙音
double string,雙弦
double structure,複結構曲
double suspension,複掛留音
double suspension {Fr.},複掛留音
double tonguing,雙吐
double touch,雙觸鍵｛簧風琴｝
double trill,雙顫音
Double trille {Fr.},雙顫音
double variation,複變奏曲
double whole note rest {Amer.},倍全休止符
double whole note {Amer.},倍全音符
doubl? {Fr.},迴音
doublement {Fr.},重複音；重複旋律
doublet,二連音，二連音符
doubling,重複音；重複旋律
doubling of tones,重複音
douloureux {Fr.},憂愁的；陰鬱的；痛苦的
doux{Fr.},甜美的；溫柔的；親切的
douzi?me {Fr.},十二度
down beat,下拍；強拍
down bow,下弓
down stroke,下弓
down-bow,下弓
downbeat,下拍；強拍；起句
downward motion,下行
doxologia minor {Lat.},小光榮頌
doxologia {Gr.},光榮頌
doxologia {Lat.},光榮頌
Doxologie {Ger.},光榮頌
doxology {Lat.},光榮頌
draft,草稿
drama lirico {It.},抒情劇
dramatic,戲劇的
dramatic music,戲劇音樂
dramatic soprano,戲劇女高音
dramatic tenor,戲劇男高音
dramatique {Fr.},戲劇的
Dramatische Musik {Ger.},戲劇音樂
drame liturgique {Fr.},儀式劇
drame lyrique {Fr.},抒情劇
dramma giocoso {It.},滑稽劇
dramma per musica {It.},音樂戲劇
drammatico {It},戲劇的
dr?ngend {Ger.},逐漸加緊
Drehleier {Ger.},搖弦（絃）琴
Drehleier {Ger.},搖弦琴
Drehleier{Ger},搖弦琴
Drehventil{Ger.},轉閥式活門
Drei Stimmen {Ger.},三聲部
Dreifacher Kontrapunkt {Ger.},三部對位
Dreigestrichene Oktave {Ger.},三點八度｛音域｝
Dreiklang {Ger.},三和弦
dreiteilige Form {Ger.},三段體
Dreivierteltakt {Ger.},三四拍子
dreiz?hliger Takt {Ger.},三拍子
dreizeitiger Takt {Ger.},三拍子
Dreizweiteltakt {Ger.},三二拍子
dress rehearsal,整裝彩排
dringend {Ger.},急迫的
dritte Umkehrung {Ger.},第三轉位
drohend {Ger.},威嚇的
drone,持續長音
drone bass,單調低音；持續低音
dropping of interval,省略音程
drum,鼓
drum set,套鼓
drumstick,鼓槌；鼓棒
Dualism,二元論
dualistic theory,二元論
Dudelsack {Ger.},風笛
duduk,管笛
due corde {It.},雙弦｛同音｝
due parti {It.},二聲部
due voci {It.},二聲部
duet,二重奏；二重奏曲；二重唱；二重唱曲
duetto {It.},二重奏；二重奏曲；二重唱；二重唱曲
duina {It.},二連音；二連音符
dulcimer,揚琴
dulcitone,音叉琴
dull tone,混濁音；模糊音
dulzaina {Sp.},多爾賽那管
Dumka {Rus.},杜姆卡｛歌謠；曲體｝
Dumky {Rus.},杜姆卡｛複數｝
dump,達姆普舞曲
dundubhi,天鼓
duo for strings,弦樂二重奏
duo imitation,二重模仿
duo pianistico {It.},鋼琴二重奏
duo {It.},二重奏；二重奏曲；二重唱；二重唱曲
duodecima {It.},十二度
duodecuple meter,十二八拍子｛複四拍子｝
duodecuple scale,十二音音階
duodecuple time,十二八拍子｛複四拍子｝
Duodezime {Ger.},十二度
Duole {Ger.},二連音；二連音符
duolet {Fr.},二連音；二連音符
duple meter,二拍子
duple rhythm,二拍子節奏
duple time,二拍子
duplet,二連音；二連音符
duplex instruments,複合樂器
duplex scaling,雙鳴
duplicating,重復法
duplum {Lat.},第二聲部
Dur {Ger.},大調
duration,時值
Durchf?hrung {Ger.},發展部
Durchgangsakkord {Ger.},經過和弦（絃）
Durchgangsnote {Ger.},經過音
Durchgehende Ausweichung {Ger.},經過性轉調
Durchimitation {Ger.},全曲模仿
durchkomponiert {Ger.},貫穿式的
Durchkomponiertes Lied {Ger.},貫穿式歌曲；應詞歌
Durchschlagszunge {Ger.},活簧
Durdreiklang {Ger.},大三和弦
durezza {It.},堅固的
Durtonart {Ger.},大調
Durtonleiter {Ger.},大音階
dux {Lat.},導句
Dvojnice,板笛
dynamic,力度
dynamic mark,力度記號
Dynamikzeichen {Ger.},力度記號
Dynamil {Ger.},力度
dynamique {Fr.},力度
e flat bass,降E調低音號
e in alt,高E
e in altissimo,最高E
E sharp,升Ｅ
e {It.},與
ear-training,練耳；聽寫
Early music,早期音樂
earthy,土味的
?bauche {Fr.},草稿
Ebony,黑檀木；烏木
ecclesiastical dance,宗教舞曲
ecclesiastical mode,教會調式
?change des parties （voix）{Fr.},聲部交換
?chapp?e {Fr.},遁音
echeggiatta {It.},回聲曲
echelette {Fr.},鐘琴；木琴
?chelle diatonique {Fr.},自然音階
?chelle {Fr.},音階
Echo,回聲
Echo chamber,回聲室
echo organ,回聲風琴
Echo {Ger.},回聲
Ecks?tze {Ger.},首尾樂章
?clatant {Fr.},華麗的
?clisses {Fr.},側面板
eclogua {It.},田園詩曲
eclogue,田園詩曲
eclogue,牧歌
?clogue {Fr.},田園詩曲
eco {It.},回聲
?cole bourguignonne {Fr.},布根第樂派
?cole classique de Vienne {Fr.},維也納古典樂派
?cole d'Arcueil {Fr.},阿各伊樂派
?cole de Bologne {Fr.},波隆納樂派
?cole de la musique {Fr.},音樂學校
?cole de Mannheim {Fr.},曼海姆樂派
?cole flamande {Fr.},法蘭德斯樂派
?cole florentine {Fr.},弗羅倫斯樂派
?cole napolitaine {Fr.},拿坡里樂派
?cole n?erlandaise {Fr.},尼德蘭樂派
?cole v?netienne {Fr.},威尼斯樂派
?cole viennoise {Fr.},維也納樂派
?cossaise {Fr.},埃科賽斯舞曲
ecphonetic notation,古代語音記譜法
edel {Ger.},高貴的；高雅的
?dition int?grale {Fr.},全集
edizione dell' opera omnia {It.},全集
effac? {Fr.},使模糊
effector,效果器
?galement {Fr.},同樣的
?gloga {Sp.},田園詩曲
?glogue {Fr.},牧歌
egualmente {It.},同樣的
Eigenschwingung {Ger.},固有振動
Eigenton {Ger.},固有音
eight keyed flute,八鍵笛
eight notes to one,八對一
eight-bar rhythm,八小節樂句
eight-bar sentence,八小節樂句
eight-part counterpoint,八部對位
eight-part harmony,八部合聲
eighth,八度
eighth note {Amer.},八分音符
eighth rest {Amer.},八分休止符
eighth-note rest {Amer.},八分休止符
eilend {Ger.},催趕的
Einbildung {Ger.},想像力
einfacher gerader Takt {Ger.},單二拍子
einfacher Takt {Ger.},單拍子
einfacher Ton {Ger.},純音
einfacher Tripeltakt {Ger.},單三拍子
Einfacher vierz?hliger Takt {Ger.},單四拍子
eingestrichene Oktave {Ger.},一點八度｛音域｝
Einklang {Ger.},同度；齊奏；齊唱
Einleitung {Ger.},導奏
einstimmig {Ger.},單聲部的
Einstimmige Musik {Ger.},單音音樂
einteilige Form {Ger.},一段體
Einzelrohrblatt {Ger.},單簧
Eis {Ger.},升E
Eisenvioline {Ger.},釘子提琴
Eisis {Ger.},重升E
Ekloge {Ger.},田園詩曲
Ekphonesis {Gr.},發音
Ekphonetische Notation {Ger.},語音記譜法｛古代｝
ekt?r,艾克塔琴｛印度 }
?largissant {Fr.},擴展
electone,電子琴
electric bass,電貝斯；電低音提琴
electric guitar,電吉他
electric violin,電小提琴
electronic instrument,電子樂器
electronic music {Fr.},電子音樂
electronic piano,電子鋼琴；電鋼琴
electrophone,電鳴樂器
?l?gant {Fr.},高雅的
elegante {It.},高雅的
elegia {It.},悲歌；輓歌
elegiaco {It.},輓歌體的
?l?gie {Fr.},悲歌；輓歌
Elegie {Ger.},悲歌；輓歌
elegy,悲歌；輓歌
Elektrishe Geige {Ger.},電小提琴
Elektronische Musik {Ger.},電子音樂
